"tipo_aeroplano","aeroporto"
"CRJ100","'GUQ'"
"727","'ISK'"
"737","'CQM'"
"A320","'LUM'"
"170","'ORL'"
"ERJ145","'RET'"
"727","'CHN'"
"MD80","'VGO'"
"A319","'VCT'"
"767","'SFQ'"
"737","'SWA'"
"787","'MIP'"
"767","'MJT'"
"CRJ100","'KDU'"
"CRJ700","'ERS'"
"A320","'NTQ'"
"CRJ700","'LCQ'"
"A319","'BRD'"
"707","'KBN'"
"A332","'YYJ'"
"737","'WAF'"
"MD80","'GOZ'"
"A320","'JEF'"
"ERJ145","'MEK'"
"747","'ATY'"
"A320","'YLE'"
"A319","'CBR'"
"170","'ONO'"
"190","'HCQ'"
"CRJ440","'MRG'"
"CRJ100","'OKI'"
"A320","'SLA'"
"CRJ100","'YRL'"
"CRJ100","'KDY'"
"CRJ440","'INV'"
"737","'PLP'"
"190","'ABK'"
"CRJ100","'STR'"
"A319","'ASO'"
"A319","'YYL'"
"CRJ700","'BHV'"
"787","'YES'"
"787","'RAJ'"
"CRJ100","'KMJ'"
"170","'TIE'"
"737","'DMB'"
"757","'YKZ'"
"767","'IMT'"
"190","'SEH'"
"A320","'SYX'"
"787","'SBS'"
"CRJ100","'TVY'"
"CRJ700","'JJI'"
"MD80","'IQT'"
"170","'VTE'"
"A320","'KGD'"
"747","'FET'"
"ERJ145","'OSK'"
"787","'TSB'"
"MD80","'HZG'"
"170","'LKL'"
"767","'SIG'"
"MD80","'LUW'"
"MD80","'TUS'"
"757","'YKF'"
"737","'VCL'"
"A319","'KCA'"
"190","'KSE'"
"170","'MIP'"
"727","'ABE'"
"747","'KRL'"
"707","'ALG'"
"CRJ100","'MTY'"
"CRJ100","'TPS'"
"757","'SBS'"
"A321","'SIA'"
"757","'KSK'"
"707","'AGZ'"
"757","'HLP'"
"707","'KRB'"
"757","'YQT'"
"757","'SZZ'"
"A321","'YAT'"
"CRJ440","'KHI'"
"A319","'FRS'"
"727","'CNX'"
"ERJ145","'CTY'"
"CRJ100","'JMJ'"
"767","'BBO'"
"A319","'JED'"
"727","'DUG'"
"A320","'KHD'"
"A320","'KAW'"
"A321","'PIU'"
"ERJ145","'OKA'"
"CRJ700","'TNC'"
"CRJ440","'EGX'"
"747","'IRC'"
"767","'PDU'"
"190","'HZL'"
"727","'ONP'"
"747","'USR'"
"MD80","'KVA'"
"707","'PAX'"
"A320","'PML'"
"A332","'PIA'"
"A321","'HEH'"
"CRJ700","'HHR'"
"747","'PSX'"
"727","'PLO'"
"170","'LEX'"
"787","'ZKE'"
"ERJ145","'MSJ'"
"A332","'SVG'"
"747","'SYJ'"
"787","'AFZ'"
"707","'UNI'"
"170","'DBV'"
"CRJ440","'JEF'"
"747","'HPB'"
"CRJ440","'CQS'"
"190","'HBR'"
"170","'FMM'"
"A320","'BZL'"
"A319","'UIB'"
"757","'CUF'"
"CRJ100","'BIK'"
"170","'BOJ'"
"CRJ700","'KRP'"
"A319","'JCH'"
"727","'JIU'"
"A320","'ELQ'"
"CRJ440","'FFD'"
"777","'TRQ'"
"767","'GMQ'"
"A321","'ZGU'"
"757","'FRG'"
"A321","'TXG'"
"A319","'LEJ'"
"747","'DIU'"
"787","'VDA'"
"190","'WRB'"
"170","'PMF'"
"727","'TST'"
"707","'DZA'"
"A332","'TMN'"
"757","'SKS'"
"787","'CGB'"
"ERJ145","'HSZ'"
"CRJ100","'STC'"
"A321","'BVC'"
"MD80","'XLB'"
"CRJ440","'VAL'"
"190","'UNN'"
"777","'CSG'"
"767","'YLL'"
"737","'FUE'"
"CRJ440","'LVP'"
"A320","'JNG'"
"A320","'TBO'"
"ERJ145","'SPG'"
"767","'YAO'"
"707","'NAT'"
"170","'KSS'"
"727","'FRU'"
"170","'THQ'"
"A320","'MSE'"
"ERJ145","'VKG'"
"777","'FSS'"
"787","'LUO'"
"707","'NAO'"
"170","'PLZ'"
"ERJ145","'RMA'"
"MD80","'VNA'"
"A321","'ABS'"
"CRJ700","'GDL'"
"A332","'NLP'"
"190","'YPX'"
"170","'EIY'"
"737","'GLK'"
"777","'KMQ'"
"ERJ145","'RIV'"
"190","'DMM'"
"170","'APF'"
"747","'RGL'"
"170","'VYI'"
"CRJ440","'MSP'"
"CRJ100","'CIF'"
"CRJ440","'KUL'"
"727","'TJQ'"
"757","'YEU'"
"727","'VXC'"
"170","'HPG'"
"A319","'OAG'"
"757","'JCK'"
"A321","'ENC'"
"787","'YZD'"
"A321","'RAJ'"
"767","'CTA'"
"A321","'KOA'"
"787","'RIV'"
"190","'SEE'"
"707","'NQI'"
"767","'RMT'"
"707","'KWE'"
"A319","'HIR'"
"A319","'CDS'"
"767","'NQI'"
"757","'HDY'"
"CRJ100","'WMB'"
"A321","'ASO'"
"747","'TNE'"
"757","'WME'"
"170","'VSE'"
"787","'ESL'"
"190","'TMP'"
"170","'RAQ'"
"MD80","'TCC'"
"707","'YAH'"
"A320","'MWQ'"
"ERJ145","'MBX'"
"CRJ100","'DEX'"
"777","'PBI'"
"A319","'AXT'"
"787","'RFD'"
"707","'PWA'"
"170","'YZZ'"
"787","'EGH'"
"CRJ700","'CCP'"
"747","'LNB'"
"737","'TVC'"
"737","'IBA'"
"A332","'EBM'"
"727","'CDJ'"
"CRJ100","'ZVA'"
"A320","'MSQ'"
"757","'YHI'"
"190","'CMA'"
"170","'ESD'"
"737","'LXR'"
"190","'MSA'"
"190","'SXM'"
"727","'RLG'"
"707","'DNZ'"
"CRJ100","'CDU'"
"CRJ700","'HUW'"
"777","'DXB'"
"727","'YGX'"
"ERJ145","'MKL'"
"A332","'PLH'"
"777","'SUN'"
"757","'CFV'"
"727","'BJL'"
"170","'EDO'"
"CRJ700","'BTT'"
"ERJ145","'ESU'"
"727","'CNY'"
"737","'ZSJ'"
"727","'ISN'"
"A319","'PES'"
"A321","'HHE'"
"CRJ700","'ALI'"
"ERJ145","'BFN'"
"757","'YSD'"
"767","'UND'"
"727","'GFY'"
"A332","'FYV'"
"737","'WAG'"
"190","'LTQ'"
"707","'BZN'"
"CRJ700","'CUT'"
"747","'EMN'"
"CRJ440","'YMS'"
"CRJ440","'TVF'"
"CRJ440","'VGA'"
"777","'YMG'"
"A320","'ROP'"
"737","'KZC'"
"170","'PKH'"
"A320","'DRI'"
"727","'MQY'"
"777","'UGC'"
"707","'XPL'"
"767","'SNE'"
"727","'KWT'"
"CRJ100","'QDJ'"
"ERJ145","'BOC'"
"757","'AXJ'"
"CRJ100","'JAD'"
"707","'UAM'"
"757","'YLJ'"
"707","'EUF'"
"CRJ440","'GON'"
"727","'DOV'"
"A319","'UGA'"
"MD80","'GWO'"
"757","'EKT'"
"190","'AEU'"
"MD80","'FNJ'"
"707","'HFS'"
"A320","'BKM'"
"CRJ100","'DMT'"
"727","'NIG'"
"727","'CIY'"
"707","'JEG'"
"CRJ100","'OGZ'"
"757","'MRD'"
"MD80","'ECG'"
"777","'EKB'"
"170","'GDX'"
"CRJ700","'HUA'"
"787","'GIF'"
"707","'GRK'"
"A319","'ENS'"
"170","'CBV'"
"727","'UHE'"
"190","'HOP'"
"170","'ANM'"
"170","'KRL'"
"737","'ISN'"
"A320","'PVS'"
"A319","'MUX'"
"737","'FIG'"
"CRJ440","'OKJ'"
"A320","'YTY'"
"190","'YCH'"
"747","'KAW'"
"170","'FZO'"
"A320","'ARH'"
"747","'DOK'"
"787","'GPT'"
"767","'RDP'"
"767","'AGH'"
"A319","'CFN'"
"757","'SSH'"
"CRJ100","'BBN'"
"MD80","'ETZ'"
"A320","'SIN'"
"A320","'YPR'"
"CRJ100","'MMU'"
"747","'BGC'"
"767","'YZX'"
"CRJ700","'XCR'"
"A319","'LYB'"
"A321","'PBU'"
"CRJ700","'IHR'"
"A332","'HZB'"
"737","'KGG'"
"757","'SKF'"
"190","'MGW'"
"737","'IZT'"
"787","'NGE'"
"190","'SDB'"
"CRJ700","'TBG'"
"767","'OBC'"
"707","'DBO'"
"787","'OTR'"
"757","'CIX'"
"ERJ145","'GXQ'"
"CRJ700","'QJI'"
"767","'SZK'"
"757","'ABV'"
"CRJ440","'CIF'"
"MD80","'ARC'"
"727","'GHC'"
"A320","'PQI'"
"A332","'PSS'"
"727","'GPS'"
"CRJ100","'GVN'"
"A319","'OSN'"
"A319","'AKI'"
"MD80","'CPA'"
"190","'FAZ'"
"CRJ700","'MAR'"
"747","'LDY'"
"707","'MUB'"
"747","'CNN'"
"707","'MEC'"
"A320","'PAB'"
"170","'DAG'"
"A321","'COO'"
"A321","'FAR'"
"737","'AUU'"
"A321","'LUX'"
"727","'DTD'"
"A332","'PUB'"
"A319","'AFZ'"
"777","'UBJ'"
"CRJ700","'HUS'"
"787","'YZF'"
"747","'KLW'"
"ERJ145","'TNF'"
"757","'QJB'"
"CRJ100","'STD'"
"170","'AIT'"
"CRJ700","'CMP'"
"707","'SZA'"
"767","'AEA'"
"170","'AEO'"
"CRJ100","'ROD'"
"787","'SMR'"
"MD80","'SAC'"
"727","'YPX'"
"757","'MEU'"
"747","'EZS'"
"A321","'RCO'"
"CRJ700","'LEJ'"
"757","'BEF'"
"A319","'FUT'"
"170","'LEW'"
"747","'ZQN'"
"A321","'RGI'"
"CRJ440","'PIR'"
"787","'KRL'"
"727","'FBA'"
"CRJ700","'MHZ'"
"CRJ100","'KPS'"
"787","'FIH'"
"767","'LNK'"
"MD80","'HET'"
"787","'MDI'"
"777","'PER'"
"CRJ440","'ING'"
"190","'BEQ'"
"190","'TZR'"
"727","'ESL'"
"747","'RPN'"
"CRJ100","'XIY'"
"ERJ145","'HUS'"
"787","'UTS'"
"CRJ100","'HIN'"
"CRJ700","'DUB'"
"CRJ440","'ORH'"
"170","'KRP'"
"190","'CLU'"
"CRJ100","'SEN'"
"767","'UAH'"
"A332","'BPY'"
"737","'DRE'"
"747","'GWO'"
"787","'LUM'"
"ERJ145","'AKP'"
"737","'AEA'"
"ERJ145","'MHG'"
"ERJ145","'RVE'"
"MD80","'VCV'"
"777","'OMR'"
"A320","'AJR'"
"707","'BEX'"
"ERJ145","'KBS'"
"727","'MUB'"
"190","'SUP'"
"747","'PRQ'"
"190","'BNB'"
"190","'RUH'"
"A321","'ALJ'"
"MD80","'OLB'"
"747","'YLE'"
"707","'GYI'"
"190","'SMZ'"
"757","'FOC'"
"CRJ440","'YQR'"
"MD80","'PSL'"
"CRJ440","'HRO'"
"767","'JIK'"
"A321","'ITH'"
"737","'APC'"
"A332","'STR'"
"787","'MLB'"
"727","'SAQ'"
"A319","'TGQ'"
"757","'GLA'"
"747","'KRA'"
"707","'BVE'"
"CRJ700","'BSA'"
"787","'PHD'"
"787","'DBV'"
"A332","'SHT'"
"727","'KHH'"
"A332","'UST'"
"CRJ100","'NAO'"
"727","'RMI'"
"A319","'MZT'"
"747","'RCL'"
"ERJ145","'BBM'"
"170","'FAY'"
"777","'CAN'"
"707","'MEM'"
"CRJ100","'BOB'"
"CRJ700","'MCW'"
"CRJ440","'KMU'"
"757","'RFS'"
"CRJ700","'KSF'"
"727","'AUR'"
"A332","'PBJ'"
"777","'TKG'"
"170","'PEW'"
"CRJ440","'VRN'"
"A321","'FLA'"
"727","'TPQ'"
"707","'GAO'"
"737","'GQQ'"
"767","'PPB'"
"CRJ100","'YDO'"
"747","'AXP'"
"767","'AMV'"
"170","'NAI'"
"170","'DIR'"
"A320","'OUH'"
"A332","'ZAH'"
"CRJ700","'PMH'"
"757","'KRC'"
"A332","'AIS'"
"MD80","'KUD'"
"190","'ZNZ'"
"CRJ700","'INW'"
"727","'GYL'"
"MD80","'UTN'"
"747","'TKJ'"
"A332","'GCH'"
"747","'RND'"
"170","'ICN'"
"A319","'BEI'"
"A320","'GER'"
"747","'SBY'"
"CRJ100","'BUO'"
"CRJ700","'BSX'"
"A332","'AMD'"
"CRJ100","'UME'"
"170","'RCL'"
"727","'SCO'"
"ERJ145","'TLC'"
"CRJ440","'WKR'"
"A321","'HMI'"
"707","'QUO'"
"A320","'EOI'"
"CRJ440","'YIV'"
"CRJ700","'ONX'"
"777","'TNT'"
"190","'STI'"
"767","'BRA'"
"707","'TRN'"
"ERJ145","'CDV'"
"777","'WKI'"
"767","'DPA'"
"777","'BBO'"
"CRJ100","'LWS'"
"777","'JHB'"
"707","'XRH'"
"CRJ100","'OXR'"
"777","'HNH'"
"757","'LGL'"
"CRJ100","'BXG'"
"A332","'SVI'"
"MD80","'NRD'"
"747","'JNB'"
"787","'LVA'"
"737","'FLA'"
"A332","'NOP'"
"CRJ100","'DNQ'"
"767","'AJK'"
"757","'HXD'"
"CRJ700","'PGV'"
"727","'VIE'"
"190","'CHY'"
"767","'YGV'"
"787","'CVO'"
"A319","'CIC'"
"CRJ100","'ESN'"
"767","'CXO'"
"CRJ440","'NLC'"
"CRJ700","'TCP'"
"727","'KTA'"
"707","'FAA'"
"190","'NYK'"
"190","'LVS'"
"727","'YAO'"
"A321","'PLO'"
"170","'CIX'"
"A319","'SUP'"
"A320","'BHJ'"
"A332","'UAK'"
"707","'HEL'"
"A332","'ULZ'"
"767","'MXN'"
"CRJ700","'NCS'"
"777","'KGE'"
"707","'SNW'"
"737","'UGC'"
"737","'EGN'"
"777","'PLN'"
"CRJ700","'LLV'"
"787","'MGT'"
"787","'CYB'"
"787","'CTH'"
"CRJ440","'NNY'"
"190","'SXR'"
"MD80","'RWI'"
"777","'LEI'"
"A321","'EGO'"
"CRJ700","'FOS'"
"MD80","'YBB'"
"707","'NSN'"
"757","'NGF'"
"787","'ATD'"
"190","'POB'"
"A319","'KET'"
"A332","'GGM'"
"CRJ100","'KEV'"
"747","'XMS'"
"777","'KDH'"
"A332","'NBW'"
"190","'BFS'"
"767","'PSJ'"
"777","'PYK'"
"A332","'SPR'"
"190","'MZL'"
"767","'EMN'"
"CRJ700","'JOK'"
"190","'CWA'"
"ERJ145","'MLE'"
"CRJ700","'HLJ'"
"170","'AKF'"
"777","'SBN'"
"767","'VCE'"
"170","'BJO'"
"767","'YCC'"
"777","'ULA'"
"A321","'CNL'"
"CRJ100","'CBQ'"
"CRJ440","'ATO'"
"CRJ440","'NGO'"
"757","'LRV'"
"190","'PUD'"
"CRJ700","'UPL'"
"A321","'SVD'"
"A320","'BCL'"
"170","'POI'"
"170","'KSU'"
"CRJ440","'CCK'"
"CRJ700","'YYQ'"
"777","'ROW'"
"A332","'OSC'"
"A321","'HPH'"
"737","'SWO'"
"A319","'YPY'"
"CRJ100","'PHN'"
"MD80","'ZKB'"
"CRJ440","'BWI'"
"CRJ700","'ULU'"
"MD80","'AFA'"
"A319","'YSR'"
"787","'KUG'"
"747","'YHT'"
"A332","'CCC'"
"CRJ100","'ARB'"
"190","'DTD'"
"170","'CUF'"
"CRJ700","'CLM'"
"A332","'SCE'"
"ERJ145","'BDR'"
"190","'YDA'"
"787","'ULY'"
"CRJ440","'DMA'"
"A319","'FGU'"
"170","'PIZ'"
"757","'ZMT'"
"A321","'VIY'"
"737","'MXI'"
"170","'ABS'"
"CRJ100","'PVG'"
"190","'BNU'"
"CRJ440","'OUH'"
"A332","'NAY'"
"A320","'HAC'"
"CRJ700","'CNJ'"
"CRJ100","'CMD'"
"A332","'COT'"
"MD80","'CVF'"
"767","'SKX'"
"CRJ440","'RBM'"
"CRJ440","'SOC'"
"ERJ145","'HOI'"
"727","'PIH'"
"A332","'MGE'"
"190","'GUW'"
"727","'PNA'"
"707","'SQH'"
"787","'LNY'"
"737","'XMS'"
"190","'SLL'"
"MD80","'WKI'"
"787","'QRA'"
"767","'LEC'"
"170","'CUU'"
"MD80","'ERN'"
"757","'LST'"
"757","'CKZ'"
"ERJ145","'BXP'"
"170","'PAS'"
"MD80","'EFD'"
"747","'BUX'"
"CRJ100","'BEX'"
"727","'YUM'"
"CRJ100","'VTZ'"
"190","'MGB'"
"747","'GDV'"
"CRJ700","'OUA'"
"737","'YGB'"
"A320","'API'"
"737","'CBO'"
"A321","'KVL'"
"CRJ440","'STV'"
"767","'MWE'"
"767","'VME'"
"767","'AKH'"
"A332","'GYI'"
"737","'PZA'"
"MD80","'VRO'"
"757","'IXS'"
"170","'TKG'"
"707","'RME'"
"767","'AOP'"
"707","'KJI'"
"787","'CYS'"
"757","'DLS'"
"A321","'NCR'"
"ERJ145","'YPQ'"
"777","'HOT'"
"727","'TII'"
"A321","'CMN'"
"777","'NGO'"
"757","'FBD'"
"ERJ145","'GTO'"
"787","'ACJ'"
"CRJ700","'YSD'"
"727","'PPE'"
"727","'ZYL'"
"170","'YHD'"
"A319","'AJR'"
"A319","'BHY'"
"777","'WUN'"
"757","'TOL'"
"727","'FAT'"
"A320","'WNN'"
"A320","'NMS'"
"727","'IWO'"
"737","'BUC'"
"777","'GNI'"
"190","'CDB'"
"CRJ440","'RBV'"
"CRJ700","'RIN'"
"A321","'AXM'"
"727","'MWZ'"
"737","'MEI'"
"747","'DLZ'"
"CRJ100","'CZX'"
"757","'NNG'"
"727","'ADD'"
"727","'KGE'"
"CRJ700","'YSG'"
"A320","'IOR'"
"A319","'PEI'"
"727","'EMN'"
"747","'MTM'"
"190","'LNS'"
"727","'JJN'"
"CRJ100","'YRT'"
"777","'GBJ'"
"777","'TKV'"
"190","'RDD'"
"A320","'ISO'"
"737","'WMH'"
"A332","'KVM'"
"777","'ALG'"
"A320","'LCG'"
"A320","'GAU'"
"CRJ440","'WRZ'"
"A332","'PGZ'"
"CRJ440","'MCF'"
"787","'UTK'"
"CRJ700","'PIE'"
"767","'JRN'"
"A319","'VRN'"
"170","'KWT'"
"170","'BQN'"
"777","'HLE'"
"737","'TUA'"
"777","'MDG'"
"CRJ440","'MSJ'"
"737","'FEZ'"
"ERJ145","'VCT'"
"170","'JKH'"
"170","'COR'"
"190","'RBL'"
"CRJ700","'BHD'"
"777","'FSI'"
"707","'UDR'"
"767","'VNY'"
"767","'YGM'"
"707","'FME'"
"757","'GKE'"
"707","'HBA'"
"MD80","'CAC'"
"747","'POZ'"
"190","'YES'"
"757","'YXY'"
"CRJ700","'YBB'"
"MD80","'FEL'"
"727","'DIB'"
"747","'LAQ'"
"747","'GTI'"
"767","'BAQ'"
"A332","'CFV'"
"CRJ440","'FRC'"
"CRJ700","'OSN'"
"777","'DET'"
"A321","'MYT'"
"777","'MQY'"
"737","'IAH'"
"CRJ440","'ZPB'"
"MD80","'JUH'"
"787","'AET'"
"CRJ700","'MJD'"
"MD80","'ORV'"
"CRJ700","'JSU'"
"A320","'OVA'"
"787","'OLV'"
"737","'MUB'"
"A321","'ELD'"
"707","'LST'"
"757","'TRV'"
"MD80","'WRI'"
"190","'TIZ'"
"A321","'MDZ'"
"A320","'HVB'"
"777","'YKQ'"
"787","'AGB'"
"A332","'SNA'"
"757","'TMC'"
"190","'KHI'"
"170","'NCJ'"
"707","'MAE'"
"777","'NOA'"
"707","'CRP'"
"777","'YPH'"
"170","'EFG'"
"777","'KSO'"
"727","'DRI'"
"727","'EMD'"
"ERJ145","'LPP'"
"727","'CLJ'"
"CRJ100","'KWL'"
"A332","'ZSA'"
"A320","'ABZ'"
"CRJ440","'NGS'"
"727","'VRA'"
"190","'KUN'"
"MD80","'CIA'"
"CRJ700","'ZCN'"
"787","'TAP'"
"777","'PBJ'"
"CRJ100","'SPS'"
"727","'LPK'"
"707","'DJO'"
"707","'BWG'"
"727","'NJC'"
"757","'VCA'"
"CRJ440","'XMH'"
"A321","'BEO'"
"757","'YAZ'"
"CRJ440","'FOC'"
"A319","'SHD'"
"777","'RET'"
"727","'SOT'"
"787","'YLC'"
"190","'INN'"
"CRJ440","'PNI'"
"170","'CBO'"
"747","'AWD'"
"777","'YAG'"
"787","'TLL'"
"A319","'IFU'"
"737","'VME'"
"777","'CGK'"
"747","'UFA'"
"CRJ700","'WNP'"
"CRJ440","'HLE'"
"A321","'OVD'"
"CRJ700","'FTY'"
"727","'ZNZ'"
"CRJ440","'LGI'"
"MD80","'YXE'"
"ERJ145","'SRQ'"
"190","'GLO'"
"A319","'ABD'"
"727","'DIY'"
"A320","'MNA'"
"747","'VOZ'"
"777","'IOR'"
"707","'OMR'"
"CRJ440","'LWO'"
"MD80","'PXO'"
"190","'LHS'"
"CRJ700","'CXJ'"
"767","'OZA'"
"777","'LSE'"
"A321","'AEX'"
"CRJ700","'PNK'"
"707","'LIM'"
"767","'BKC'"
"A320","'YHZ'"
"A321","'AES'"
"170","'VAA'"
"757","'MSC'"
"A320","'ULQ'"
"A319","'AQB'"
"ERJ145","'RIL'"
"777","'REZ'"
"777","'BLN'"
"A332","'NVP'"
"727","'LAQ'"
"CRJ100","'LKH'"
"CRJ100","'DJO'"
"CRJ100","'BHG'"
"ERJ145","'PHS'"
"737","'BES'"
"CRJ700","'XCH'"
"767","'ACT'"
"727","'DTA'"
"CRJ100","'NYW'"
"190","'BHH'"
"737","'DKI'"
"747","'GUL'"
"ERJ145","'CNQ'"
"A321","'SMA'"
"A321","'STN'"
"ERJ145","'IKU'"
"CRJ700","'AXT'"
"727","'CNU'"
"A332","'DNR'"
"767","'KGL'"
"A319","'BPN'"
"A332","'KTP'"
"170","'DND'"
"CRJ440","'OSK'"
"CRJ100","'NIP'"
"707","'KQH'"
"A319","'BMA'"
"727","'LOL'"
"ERJ145","'IKO'"
"757","'NTU'"
"ERJ145","'MYV'"
"767","'ADT'"
"190","'WUX'"
"A319","'ESC'"
"MD80","'AXK'"
"A319","'ISC'"
"ERJ145","'PHF'"
"170","'BZH'"
"A319","'BAU'"
"757","'TBR'"
"170","'WXN'"
"767","'UTW'"
"787","'ZAH'"
"777","'LRR'"
"170","'MAX'"
"CRJ100","'MHU'"
"A319","'BCM'"
"MD80","'BZC'"
"190","'QNC'"
"787","'CFS'"
"787","'TKG'"
"777","'FKI'"
"A319","'RJA'"
"ERJ145","'ASM'"
"190","'NIG'"
"ERJ145","'SHW'"
"787","'MCU'"
"190","'AHB'"
"777","'LPQ'"
"CRJ100","'LPK'"
"757","'RUV'"
"190","'RCM'"
"A319","'BTC'"
"ERJ145","'KCS'"
"170","'CUH'"
"A320","'QNV'"
"707","'MTG'"
"A332","'CHM'"
"737","'AIK'"
"777","'RCQ'"
"777","'TSM'"
"CRJ440","'BPI'"
"A319","'KOI'"
"A332","'STW'"
"CRJ440","'DSS'"
"170","'CJU'"
"767","'FAN'"
"767","'SYM'"
"190","'BYN'"
"CRJ440","'KRI'"
"A320","'WMI'"
"190","'BHI'"
"707","'MTT'"
"A319","'MGH'"
"ERJ145","'BCA'"
"767","'XLS'"
"ERJ145","'PZB'"
"ERJ145","'TKA'"
"A332","'CFB'"
"707","'YBE'"
"A319","'MTK'"
"A319","'RNI'"
"A319","'UBB'"
"ERJ145","'YBR'"
"A321","'TKK'"
"CRJ100","'EAM'"
"CRJ100","'PAG'"
"ERJ145","'PMS'"
"190","'TSE'"
"CRJ440","'RSU'"
"787","'DAL'"
"MD80","'GXG'"
"ERJ145","'JGN'"
"737","'MYV'"
"767","'KOT'"
"777","'SCM'"
"727","'TCO'"
"757","'MEQ'"
"707","'AMD'"
"777","'XAU'"
"170","'WMH'"
"A321","'ARD'"
"777","'MHT'"
"777","'SYJ'"
"787","'BCI'"
"767","'YWK'"
"A319","'EIY'"
"170","'KMW'"
"CRJ700","'OVB'"
"787","'GAI'"
"MD80","'NCR'"
"A321","'MMI'"
"787","'TID'"
"757","'ATO'"
"707","'MDT'"
"777","'AUQ'"
"737","'YTH'"
"CRJ700","'XUZ'"
"170","'TRS'"
"A332","'DUM'"
"ERJ145","'KPC'"
"737","'TLJ'"
"757","'YNZ'"
"777","'OHE'"
"747","'NNA'"
"CRJ700","'IVC'"
"737","'ERL'"
"A320","'LOH'"
"777","'WUS'"
"747","'TZL'"
"170","'PPL'"
"170","'HUQ'"
"747","'LSV'"
"CRJ700","'PIR'"
"747","'CKV'"
"787","'AXR'"
"737","'NAI'"
"A319","'KDT'"
"CRJ440","'PAQ'"
"767","'YKY'"
"757","'KTG'"
"CRJ440","'KLV'"
"A319","'DDG'"
"170","'BMU'"
"CRJ700","'SDV'"
"MD80","'LNZ'"
"ERJ145","'SMO'"
"757","'EDO'"
"747","'TVU'"
"A321","'ADL'"
"CRJ700","'HHH'"
"MD80","'RKS'"
"MD80","'ZCO'"
"MD80","'FNU'"
"190","'UAP'"
"CRJ440","'ESC'"
"757","'YMW'"
"757","'PVA'"
"767","'BJC'"
"ERJ145","'GIT'"
"CRJ440","'BUU'"
"737","'DWH'"
"CRJ440","'SEU'"
"A319","'NVT'"
"CRJ700","'HSZ'"
"727","'FNC'"
"ERJ145","'ENS'"
"747","'JON'"
"757","'GDO'"
"CRJ440","'BPF'"
"A321","'KBQ'"
"A332","'ADP'"
"767","'SBT'"
"787","'QSA'"
"767","'RMQ'"
"CRJ700","'TMR'"
"A320","'WGT'"
"A321","'PSD'"
"CRJ100","'PHC'"
"777","'SKZ'"
"727","'HOT'"
"747","'YKY'"
"A332","'YKF'"
"787","'INL'"
"787","'LSY'"
"MD80","'HBA'"
"A332","'ZEM'"
"767","'TFS'"
"CRJ440","'QYD'"
"A332","'EFL'"
"190","'DED'"
"CRJ100","'ECA'"
"MD80","'TAK'"
"737","'SPF'"
"787","'BNM'"
"757","'JRH'"
"ERJ145","'YXL'"
"787","'SNF'"
"170","'ADU'"
"CRJ100","'CCC'"
"727","'MCJ'"
"747","'YRQ'"
"707","'FSI'"
"190","'LCH'"
"727","'IZO'"
"A320","'MZI'"
"A321","'REG'"
"ERJ145","'ABK'"
"777","'FRN'"
"787","'CMU'"
"MD80","'GCC'"
"A332","'BAI'"
"MD80","'BCO'"
"747","'ADE'"
"A320","'PRY'"
"757","'CLS'"
"MD80","'TED'"
"747","'KHW'"
"CRJ440","'ZKP'"
"A320","'VST'"
"170","'YDP'"
"757","'IKL'"
"707","'AVO'"
"CRJ700","'WYS'"
"737","'GSP'"
"CRJ100","'ACI'"
"777","'JGS'"
"ERJ145","'PLD'"
"CRJ100","'CYW'"
"170","'FMH'"
"737","'CJJ'"
"777","'KSM'"
"ERJ145","'KTW'"
"A319","'WRI'"
"A332","'YSD'"
"777","'MSS'"
"A320","'NSH'"
"757","'ENS'"
"767","'SXQ'"
"MD80","'SXK'"
"CRJ100","'LKO'"
"170","'GMD'"
"CRJ440","'CPR'"
"ERJ145","'JOT'"
"A320","'LFT'"
"190","'POO'"
"787","'ORL'"
"CRJ700","'TZX'"
"777","'HRB'"
"A319","'HAA'"
"707","'PMS'"
"CRJ100","'KHZ'"
"CRJ700","'YGR'"
"747","'ROR'"
"170","'HDY'"
"727","'PVK'"
"767","'MPY'"
"707","'GVX'"
"737","'CED'"
"A332","'RMU'"
"A319","'SWH'"
"CRJ440","'RIH'"
"787","'JEF'"
"190","'QRM'"
"ERJ145","'YYR'"
"737","'JYR'"
"A321","'YCQ'"
"CRJ700","'VQS'"
"737","'BFK'"
"707","'CRM'"
"A332","'BBR'"
"ERJ145","'BPY'"
"A321","'FDH'"
"CRJ700","'TGH'"
"767","'DAM'"
"CRJ100","'KUG'"
"787","'YRJ'"
"CRJ700","'FYV'"
"190","'AGC'"
"767","'FBR'"
"A319","'WIN'"
"CRJ440","'UAP'"
"707","'SUS'"
"ERJ145","'GUT'"
"CRJ700","'TIJ'"
"ERJ145","'XOG'"
"A320","'OGD'"
"767","'OVS'"
"MD80","'ACP'"
"A319","'PVH'"
"190","'WUA'"
"A332","'JOS'"
"MD80","'YFA'"
"757","'LSX'"
"CRJ700","'LYB'"
"707","'RIZ'"
"727","'FNI'"
"A320","'RKE'"
"ERJ145","'PVS'"
"777","'MQP'"
"190","'LME'"
"727","'CLE'"
"ERJ145","'CZE'"
"190","'VIS'"
"A332","'AOC'"
"757","'NKM'"
"A320","'PNK'"
"767","'THN'"
"727","'NZY'"
"ERJ145","'LDN'"
"777","'TLA'"
"ERJ145","'OMH'"
