"nome","citta","nazione","codice"
"'Prince Mohammad Bin Abdulaziz Airport'","'Madinah'","'Saudi Arabia'","'MED'"
"'Nejran Airport'","'Nejran'","'Saudi Arabia'","'EAM'"
"'Al Qaisumah/Hafr Al Batin Airport'","'Hafr Al-batin'","'Saudi Arabia'","'AQI'"
"'Rafha Domestic Airport'","'Rafha'","'Saudi Arabia'","'RAH'"
"'King Khaled International Airport'","'Riyadh'","'Saudi Arabia'","'RUH'"
"'Arar Domestic Airport'","'Arar'","'Saudi Arabia'","'RAE'"
"'Sharurah Airport'","'Sharurah'","'Saudi Arabia'","'SHW'"
"'Sulayel Airport'","'Sulayel'","'Saudi Arabia'","'SLF'"
"'Tabuk Airport'","'Tabuk'","'Saudi Arabia'","'TUU'"
"'Ta’if Regional Airport'","'Taif'","'Saudi Arabia'","'TIF'"
"'Turaif Domestic Airport'","'Turaif'","'Saudi Arabia'","'TUI'"
"'Al Wajh Domestic Airport'","'Wejh'","'Saudi Arabia'","'EJH'"
"'Prince Abdulmohsin Bin Abdulaziz Airport'","'Yenbo'","'Saudi Arabia'","'YNB'"
"'Abadan Airport'","'Abadan'","'Iran'","'ABD'"
"'Dezful Airport'","'Dezful'","'Iran'","'DEF'"
"'Aghajari Airport'","'Aghajari'","'Iran'","'AKW'"
"'Gachsaran Airport'","'Gachsaran'","'Iran'","'GCH'"
"'Omidiyeh Airport'","'Omidyeh'","'Iran'","'OMI'"
"'Mahshahr Airport'","'Bandar Mahshahr'","'Iran'","'MRX'"
"'Ahwaz Airport'","'Ahwaz'","'Iran'","'AWZ'"
"'Abu Musa Island Airport'","'Abumusa I.'","'Iran'","'AEU'"
"'Bushehr Airport'","'Bushehr'","'Iran'","'BUZ'"
"'Kish International Airport'","'Kish Island'","'Iran'","'KIH'"
"'Bandar Lengeh Airport'","'Bandar Lengeh'","'Iran'","'BDH'"
"'Khark Island Airport'","'Khark Island'","'Iran'","'KHK'"
"'Sirri Island Airport'","'Siri Island'","'Iran'","'SXI'"
"'Lavan Island Airport'","'Lavan Island'","'Iran'","'LVP'"
"'Shahid Ashrafi Esfahani Airport'","'Bakhtaran'","'Iran'","'KSH'"
"'Sanandaj Airport'","'Sanandaj'","'Iran'","'SDG'"
"'Hesa Airport'","'Daran'","'Iran'","'IFH'"
"'Kashan Airport'","'Kashan'","'Iran'","'KKS'"
"'Esfahan Shahid Beheshti International Airport'","'Esfahan'","'Iran'","'IFN'"
"'Sardar-e-Jangal Airport'","'Rasht'","'Iran'","'RAS'"
"'Arak Airport'","'Arak'","'Iran'","'AJK'"
"'Mehrabad International Airport'","'Teheran'","'Iran'","'THR'"
"'Qazvin Airport'","'Ghazvin'","'Iran'","'GZW'"
"'Bandar Abbas International Airport'","'Bandar Abbas'","'Iran'","'BND'"
"'Jiroft Airport'","'Jiroft'","'Iran'","'JYR'"
"'Kerman Airport'","'Kerman'","'Iran'","'KER'"
"'Havadarya Airport'","'Bandar Abbas'","'Iran'","'HDR'"
"'Sirjan Airport'","'Sirjan'","'Iran'","'SYJ'"
"'Birjand Airport'","'Birjand'","'Iran'","'XBJ'"
"'Sarakhs Airport'","'Sarakhs'","'Iran'","'CKT'"
"'Shahroud Airport'","'Emam Shahr'","'Iran'","'RUD'"
"'Tabas Airport'","'Tabas'","'Iran'","'TCX'"
"'Kalaleh Airport'","'Kalaleh'","'Iran'","'KLM'"
"'Ramsar Airport'","'Ramsar'","'Iran'","'RZR'"
"'Fasa Airport'","'Fasa'","'Iran'","'FAZ'"
"'Jahrom Airport'","'Jahrom'","'Iran'","'JAR'"
"'Lamerd Airport'","'Lamerd'","'Iran'","'LFM'"
"'Shiraz Shahid Dastghaib International Airport'","'Shiraz'","'Iran'","'SYZ'"
"'Khoy Airport'","'Khoy'","'Iran'","'KHY'"
"'Tabriz International Airport'","'Tabriz'","'Iran'","'TBZ'"
"'Zanjan Airport'","'Zanjan'","'Iran'","'JWN'"
"'Shahid Sadooghi Airport'","'Yazd'","'Iran'","'AZD'"
"'Zabol Airport'","'Zabol'","'Iran'","'ACZ'"
"'Konarak Airport'","'Chah Bahar'","'Iran'","'ZBR'"
"'Zahedan International Airport'","'Zahedan'","'Iran'","'ZAH'"
"'Iran Shahr Airport'","'Iran Shahr'","'Iran'","'IHR'"
"'Queen Alia International Airport'","'Amman'","'Jordan'","'AMM'"
"'Amman-Marka International Airport'","'Amman'","'Jordan'","'ADJ'"
"'Aqaba King Hussein International Airport'","'Aqaba'","'Jordan'","'AQJ'"
"'King Hussein Air College'","'Mafraq'","'Jordan'","'OMF'"
"'Kuwait International Airport'","'Kuwait'","'Kuwait'","'KWI'"
"'Beirut Rafic Hariri International Airport'","'Beirut'","'Lebanon'","'BEY'"
"'Rene Mouawad Air Base'","'Kleiat'","'Lebanon'","'KYE'"
"'Abu Dhabi International Airport'","'Abu Dhabi'","'United Arab Emirates'","'AUH'"
"'Bateen Airport'","'Abu Dhabi'","'United Arab Emirates'","'AZI'"
"'Al Dhafra Air Base'","'Abu Dhabi'","'United Arab Emirates'","'DHF'"
"'Dubai International Airport'","'Dubai'","'United Arab Emirates'","'DXB'"
"'Fujairah International Airport'","'Fujeirah'","'United Arab Emirates'","'FJR'"
"'Ras Al Khaimah International Airport'","'Ras Al Khaimah'","'United Arab Emirates'","'RKT'"
"'Sharjah International Airport'","'Sharjah'","'United Arab Emirates'","'SHJ'"
"'Khasab Air Base'","'Khasab'","'Oman'","'KHS'"
"'Masirah Air Base'","'Masirah'","'Oman'","'MSH'"
"'Muscat International Airport'","'Muscat'","'Oman'","'MCT'"
"'Salalah Airport'","'Salalah'","'Oman'","'SLL'"
"'Thumrait Air Base'","'Thumrait'","'Oman'","'TTH'"
"'Bhagatanwala Airport'","'Bhagtanwala'","'Pakistan'","'BHW'"
"'Faisalabad International Airport'","'Faisalabad'","'Pakistan'","'LYP'"
"'Gwadar International Airport'","'Gwadar'","'Pakistan'","'GWD'"
"'Gilgit Airport'","'Gilgit'","'Pakistan'","'GIL'"
"'Shahbaz Air Base'","'Jacobsbad'","'Pakistan'","'JAG'"
"'Jinnah International Airport'","'Karachi'","'Pakistan'","'KHI'"
"'Alama Iqbal International Airport'","'Lahore'","'Pakistan'","'LHE'"
"'Mangla Airport'","'Mangla'","'Pakistan'","'XJM'"
"'Muzaffarabad Airport'","'Muzaffarabad'","'Pakistan'","'MFG'"
"'Mianwali Air Base'","'Mianwali'","'Pakistan'","'MWD'"
"'Moenjodaro Airport'","'Moenjodaro'","'Pakistan'","'MJD'"
"'Multan International Airport'","'Multan'","'Pakistan'","'MUX'"
"'Shaheed Benazirabad Airport'","'Nawabshah'","'Pakistan'","'WNS'"
"'Panjgur Airport'","'Panjgur'","'Pakistan'","'PJG'"
"'Pasni Airport'","'Pasni'","'Pakistan'","'PSI'"
"'Peshawar International Airport'","'Peshawar'","'Pakistan'","'PEW'"
"'Quetta International Airport'","'Quetta'","'Pakistan'","'UET'"
"'Shaikh Zaid Airport'","'Rahim Yar Khan'","'Pakistan'","'RYK'"
"'Rawalakot Airport'","'Rawala Kot'","'Pakistan'","'RAZ'"
"'Sukkur Airport'","'Sukkur'","'Pakistan'","'SKZ'"
"'Saidu Sharif Airport'","'Saidu Sharif'","'Pakistan'","'SDT'"
"'Sui Airport'","'Sui'","'Pakistan'","'SUL'"
"'Talhar Airport'","'Talhar'","'Pakistan'","'BDN'"
"'Wana Airport'","'Wana'","'Pakistan'","'WAF'"
"'Zhob Airport'","'Zhob'","'Pakistan'","'PZH'"
"'Basrah International Airport'","'Basrah'","'Iraq'","'BSR'"
"'Aleppo International Airport'","'Aleppo'","'Syria'","'ALP'"
"'Damascus International Airport'","'Damascus'","'Syria'","'DAM'"
"'Deir ez-Zor Air Base'","'Deire Zor'","'Syria'","'DEZ'"
"'Bassel Al-Assad International Airport'","'Latakia'","'Syria'","'LTK'"
"'Palmyra Airport'","'Palmyra'","'Syria'","'PMS'"
"'Doha International Airport'","'Doha'","'Qatar'","'DIA'"
"'Canton Island Airport'","'Canton Island'","'Kiribati'","'CIS'"
"'Rota International Airport'","'Rota'","'Northern Mariana Islands'","'ROP'"
"'Saipan International Airport'","'Saipan'","'Northern Mariana Islands'","'SPN'"
"'Andersen Air Force Base'","'Andersen'","'Guam'","'UAM'"
"'Antonio B. Won Pat International Airport'","'Agana'","'Guam'","'GUM'"
"'Tinian International Airport'","'West Tinian'","'Northern Mariana Islands'","'TIQ'"
"'Marshall Islands International Airport'","'Majuro'","'Marshall Islands'","'MAJ'"
"'Bucholz Army Air Field'","'Kwajalein'","'Marshall Islands'","'KWA'"
"'Cassidy International Airport'","'Kiritimati'","'Kiribati'","'CXI'"
"'Henderson Field'","'Midway'","'Midway Islands'","'MDY'"
"'Chuuk International Airport'","'Chuuk'","'Micronesia'","'TKK'"
"'Pohnpei International Airport'","'Pohnpei'","'Micronesia'","'PNI'"
"'Babelthuap Airport'","'Babelthuap'","'Palau'","'ROR'"
"'Kosrae International Airport'","'Kosrae'","'Micronesia'","'KSA'"
"'Yap International Airport'","'Yap'","'Micronesia'","'YAP'"
"'Kinmen Airport'","'Kinmen'","'Taiwan'","'KNH'"
"'Taitung Airport'","'Fengnin'","'Taiwan'","'TTT'"
"'Lyudao Airport'","'Green Island'","'Taiwan'","'GNI'"
"'Kaohsiung International Airport'","'Kaohsiung'","'Taiwan'","'KHH'"
"'Chiayi Airport'","'Chiayi'","'Taiwan'","'CYI'"
"'Lanyu Airport'","'Lanyu'","'Taiwan'","'KYD'"
"'Taichung Ching Chuang Kang Airport'","'Taichung'","'Taiwan'","'RMQ'"
"'Tainan Airport'","'Tainan'","'Taiwan'","'TNN'"
"'Hsinchu Air Base'","'Hsinchu'","'Taiwan'","'HSZ'"
"'Makung Airport'","'Makung'","'Taiwan'","'MZG'"
"'Pingtung North Airport'","'Pingtung'","'Taiwan'","'PIF'"
"'Taipei Songshan Airport'","'Taipei'","'Taiwan'","'TSA'"
"'Taiwan Taoyuan International Airport'","'Taipei'","'Taiwan'","'TPE'"
"'Wang-an Airport'","'Wang An'","'Taiwan'","'WOT'"
"'Hualien Airport'","'Hualien'","'Taiwan'","'HUN'"
"'Narita International Airport'","'Tokyo'","'Japan'","'NRT'"
"'Matsumoto Airport'","'Matsumoto'","'Japan'","'MMJ'"
"'Hyakuri Airport'","'Ibaraki'","'Japan'","'IBR'"
"'Minami Torishima Airport'","'Minami Tori Shima'","'Japan'","'MUS'"
"'Iwo Jima Airport'","'Iwojima'","'Japan'","'IWO'"
"'Nanki Shirahama Airport'","'Nanki-shirahama'","'Japan'","'SHM'"
"'Tokachi-Obihiro Airport'","'Obihiro'","'Japan'","'OBO'"
"'New Chitose Airport'","'Sapporo'","'Japan'","'CTS'"
"'Hakodate Airport'","'Hakodate'","'Japan'","'HKD'"
"'Memanbetsu Airport'","'Memanbetsu'","'Japan'","'MMB'"
"'Nakashibetsu Airport'","'Nakashibetsu'","'Japan'","'SHB'"
"'Wakkanai Airport'","'Wakkanai'","'Japan'","'WKJ'"
"'Iki Airport'","'Iki'","'Japan'","'IKI'"
"'Yamaguchi Ube Airport'","'Yamaguchi'","'Japan'","'UBJ'"
"'Tsushima Airport'","'Tsushima'","'Japan'","'TSJ'"
"'Monbetsu Airport'","'Monbetsu'","'Japan'","'MBE'"
"'Asahikawa Airport'","'Asahikawa'","'Japan'","'AKJ'"
"'Okushiri Airport'","'Okushiri'","'Japan'","'OIR'"
"'Rishiri Airport'","'Rishiri Island'","'Japan'","'RIS'"
"'Yakushima Airport'","'Yakushima'","'Japan'","'KUM'"
"'Fukue Airport'","'Fukue'","'Japan'","'FUJ'"
"'Fukuoka Airport'","'Fukuoka'","'Japan'","'FUK'"
"'New Tanegashima Airport'","'Tanegashima'","'Japan'","'TNE'"
"'Kagoshima Airport'","'Kagoshima'","'Japan'","'KOJ'"
"'Miyazaki Airport'","'Miyazaki'","'Japan'","'KMI'"
"'Oita Airport'","'Oita'","'Japan'","'OIT'"
"'Kitakyūshū Airport'","'Kitakyushu'","'Japan'","'KKJ'"
"'Kumamoto Airport'","'Kumamoto'","'Japan'","'KMJ'"
"'Nagasaki Airport'","'Nagasaki'","'Japan'","'NGS'"
"'Amami Airport'","'Amami'","'Japan'","'ASJ'"
"'Okierabu Airport'","'Okierabu'","'Japan'","'OKE'"
"'Tokunoshima Airport'","'Tokunoshima'","'Japan'","'TKN'"
"'Fukui Airport'","'Fukui'","'Japan'","'FKJ'"
"'Gifu Airport'","'Gifu'","'Japan'","'QGU'"
"'Komatsu Airport'","'Kanazawa'","'Japan'","'KMQ'"
"'Oki Airport'","'Oki Island'","'Japan'","'OKI'"
"'Toyama Airport'","'Toyama'","'Japan'","'TOY'"
"'Hiroshima Airport'","'Hiroshima'","'Japan'","'HIJ'"
"'Okayama Airport'","'Okayama'","'Japan'","'OKJ'"
"'Izumo Airport'","'Izumo'","'Japan'","'IZO'"
"'Miho Yonago Airport'","'Miho'","'Japan'","'YGJ'"
"'Kōchi Ryōma Airport'","'Kochi'","'Japan'","'KCZ'"
"'Matsuyama Airport'","'Matsuyama'","'Japan'","'MYJ'"
"'Osaka International Airport'","'Osaka'","'Japan'","'ITM'"
"'Tottori Airport'","'Tottori'","'Japan'","'TTJ'"
"'Tokushima Airport/JMSDF Air Base'","'Tokushima'","'Japan'","'TKS'"
"'Takamatsu Airport'","'Takamatsu'","'Japan'","'TAK'"
"'Aomori Airport'","'Aomori'","'Japan'","'AOJ'"
"'Yamagata Airport'","'Yamagata'","'Japan'","'GAJ'"
"'Sado Airport'","'Sado'","'Japan'","'SDS'"
"'Hachinohe Airport'","'Hachinoe'","'Japan'","'HHE'"
"'Hanamaki Airport'","'Hanamaki'","'Japan'","'HNA'"
"'Akita Airport'","'Akita'","'Japan'","'AXT'"
"'Misawa Air Base'","'Misawa'","'Japan'","'MSJ'"
"'Sendai Airport'","'Sendai'","'Japan'","'SDJ'"
"'Atsugi Naval Air Facility'","'Atsugi'","'Japan'","'NJA'"
"'Hachijojima Airport'","'Hachijojima'","'Japan'","'HAC'"
"'Oshima Airport'","'Oshima'","'Japan'","'OIM'"
"'Tokyo Haneda International Airport'","'Tokyo'","'Japan'","'HND'"
"'Yokota Air Base'","'Yokota'","'Japan'","'OKO'"
"'Gwangju Airport'","'Kwangju'","'South Korea'","'KWJ'"
"'Jeon Ju Airport (G-703)'","'Jhunju'","'South Korea'","'CHN'"
"'Yeosu Airport'","'Yeosu'","'South Korea'","'RSU'"
"'Gangneung Airport (K-18)'","'Kangnung'","'South Korea'","'KAG'"
"'Jeju International Airport'","'Cheju'","'South Korea'","'CJU'"
"'Jinhae Airbase/Airport (G-813/K-10)'","'Chinhae'","'South Korea'","'CHF'"
"'Gimhae International Airport'","'Busan'","'South Korea'","'PUS'"
"'Ulsan Airport'","'Ulsan'","'South Korea'","'USN'"
"'Seoul Air Base (K-16)'","'Seoul East'","'South Korea'","'SSN'"
"'Osan Air Base'","'Osan'","'South Korea'","'OSN'"
"'Gimpo International Airport'","'Seoul'","'South Korea'","'GMP'"
"'Suwon Airport'","'Suwon'","'South Korea'","'SWU'"
"'Pohang Airport (G-815/K-3)'","'Pohang'","'South Korea'","'KPO'"
"'Daegu Airport'","'Taegu'","'South Korea'","'TAE'"
"'Yecheon Airbase'","'Yechon'","'South Korea'","'YEC'"
"'Naha Airport'","'Okinawa'","'Japan'","'OKA'"
"'Kadena Air Base'","'Kadena'","'Japan'","'DNA'"
"'New Ishigaki Airport'","'Ishigaki'","'Japan'","'ISG'"
"'Kumejima Airport'","'Kumejima'","'Japan'","'UEO'"
"'Minami-Daito Airport'","'Minami Daito'","'Japan'","'MMD'"
"'Miyako Airport'","'Miyako'","'Japan'","'MMY'"
"'Kitadaito Airport'","'Kitadaito'","'Japan'","'KTD'"
"'Shimojishima Airport'","'Shimojishima'","'Japan'","'SHI'"
"'Tarama Airport'","'Tarama'","'Japan'","'TRA'"
"'Yoron Airport'","'Yoron'","'Japan'","'RNJ'"
"'Yonaguni Airport'","'Yonaguni Jima'","'Japan'","'OGN'"
"'Ninoy Aquino International Airport'","'Manila'","'Philippines'","'MNL'"
"'Awang Airport'","'Cotabato'","'Philippines'","'CBO'"
"'Pagadian Airport'","'Pagadian'","'Philippines'","'PAG'"
"'General Santos International Airport'","'Romblon'","'Philippines'","'GES'"
"'Zamboanga International Airport'","'Zamboanga'","'Philippines'","'ZAM'"
"'Loakan Airport'","'Baguio'","'Philippines'","'BAG'"
"'Daet Airport'","'Daet'","'Philippines'","'DTE'"
"'San Jose Airport'","'San Jose'","'Philippines'","'SJI'"
"'Mamburao Airport'","'Mamburao'","'Philippines'","'MBO'"
"'Dr.Juan C. Angara Airport'","'Baler'","'Philippines'","'BQA'"
"'Daniel Z. Romualdez Airport'","'Tacloban'","'Philippines'","'TAC'"
"'Bacolod-Silay Airport'","'Bacolod'","'Philippines'","'BCD'"
"'Sibulan Airport'","'Dumaguete'","'Philippines'","'DGT'"
"'Godofredo P. Ramos Airport'","'Caticlan'","'Philippines'","'MPH'"
"'Iloilo International Airport'","'Iloilo'","'Philippines'","'ILO'"
"'Kalibo International Airport'","'Kalibo'","'Philippines'","'KLO'"
"'Puerto Princesa Airport'","'Puerto Princesa'","'Philippines'","'PPS'"
"'Evelio Javier Airport'","'San Jose'","'Philippines'","'EUQ'"
"'Comodoro Pierrestegui Airport'","'Concordia'","'Argentina'","'COC'"
"'Gualeguaychu Airport'","'Gualeguaychu'","'Argentina'","'GHU'"
"'Junin Airport'","'Junin'","'Argentina'","'JNI'"
"'General Urquiza Airport'","'Parana'","'Argentina'","'PRA'"
"'Islas Malvinas Airport'","'Rosario'","'Argentina'","'ROS'"
"'Sauce Viejo Airport'","'Santa Fe'","'Argentina'","'SFN'"
"'Jorge Newbery Airpark'","'Buenos Aires'","'Argentina'","'AEP'"
"'Ingeniero Ambrosio Taravella Airport'","'Cordoba'","'Argentina'","'COR'"
"'San Fernando Airport'","'San Fernando'","'Argentina'","'FDO'"
"'La Plata Airport'","'La Plata'","'Argentina'","'LPG'"
"'El Palomar Airport'","'El Palomar'","'Argentina'","'EPA'"
"'Chos Malal Airport'","'Chosmadal'","'Argentina'","'HOS'"
"'Dr. Arturo H. Illia Airport'","'Fuerte Gral Roca'","'Argentina'","'GNR'"
"'El Plumerillo Airport'","'Mendoza'","'Argentina'","'MDZ'"
"'Comodoro D.R. Salomón Airport'","'Malargue'","'Argentina'","'LGS'"
"'Suboficial Ay Santiago Germano Airport'","'San Rafael'","'Argentina'","'AFA'"
"'Catamarca Airport'","'Catamarca'","'Argentina'","'CTC'"
"'Vicecomodoro Angel D. La Paz Aragonés Airport'","'Santiago Del Estero'","'Argentina'","'SDE'"
"'Capitan V A Almonacid Airport'","'La Rioja'","'Argentina'","'IRJ'"
"'Teniente Benjamin Matienzo Airport'","'Tucuman'","'Argentina'","'TUC'"
"'Domingo Faustino Sarmiento Airport'","'San Juan'","'Argentina'","'UAQ'"
"'Area De Material Airport'","'Rio Cuarto'","'Argentina'","'RCU'"
"'Villa Dolores Airport'","'Villa Dolores'","'Argentina'","'VDR'"
"'Villa Reynolds Airport'","'Villa Reynolds'","'Argentina'","'VME'"
"'Brigadier Mayor D Cesar Raul Ojeda Airport'","'San Luis'","'Argentina'","'LUQ'"
"'Corrientes Airport'","'Corrientes'","'Argentina'","'CNQ'"
"'Resistencia International Airport'","'Resistencia'","'Argentina'","'RES'"
"'Formosa Airport'","'Formosa'","'Argentina'","'FMA'"
"'Cataratas Del Iguazú International Airport'","'Iguazu Falls'","'Argentina'","'IGR'"
"'Paso De Los Libres Airport'","'Paso De Los Libres'","'Argentina'","'AOL'"
"'Monte Caseros Airport'","'Monte Caseros'","'Argentina'","'MCS'"
"'Libertador Gral D Jose De San Martin Airport'","'Posadas'","'Argentina'","'PSS'"
"'Termal Airport'","'Presidencia R.s.pena'","'Argentina'","'PRQ'"
"'Martin Miguel De Guemes International Airport'","'Salta'","'Argentina'","'SLA'"
"'Gobernador Horacio Guzman International Airport'","'Jujuy'","'Argentina'","'JUJ'"
"'Orán Airport'","'Oran'","'Argentina'","'ORA'"
"'El Dorado Airport'","'El Dorado'","'Argentina'","'ELO'"
"'Goya Airport'","'Goya'","'Argentina'","'OYA'"
"'Reconquista Airport'","'Reconquista'","'Argentina'","'RCQ'"
"'Curuzu Cuatia Airport'","'Curuzu Cuatia'","'Argentina'","'UZU'"
"'El Bolson Airport'","'El Bolson'","'Argentina'","'EHL'"
"'General E. Mosconi Airport'","'Comodoro Rivadavia'","'Argentina'","'CRD'"
"'Brigadier Antonio Parodi Airport'","'Esquel'","'Argentina'","'EQS'"
"'Almirante Marco Andres Zar Airport'","'Trelew'","'Argentina'","'REL'"
"'Gobernador Castello Airport'","'Viedma'","'Argentina'","'VDM'"
"'El Tehuelche Airport'","'Puerto Madryn'","'Argentina'","'PMY'"
"'Puerto Deseado Airport'","'Puerto Deseado'","'Argentina'","'PUD'"
"'Hermes Quijada International Airport'","'Rio Grande'","'Argentina'","'RGA'"
"'Piloto Civil N. Fernández Airport'","'Rio Gallegos'","'Argentina'","'RGL'"
"'Malvinas Argentinas Airport'","'Ushuaia'","'Argentina'","'USH'"
"'Capitan D Daniel Vazquez Airport'","'San Julian'","'Argentina'","'ULA'"
"'Perito Moreno Airport'","'Perito Moreno'","'Argentina'","'PMQ'"
"'Santa Cruz Airport'","'Santa Cruz'","'Argentina'","'RZA'"
"'Comandante Espora Airport'","'Bahia Blanca'","'Argentina'","'BHI'"
"'Brigadier D.H.E. Ruiz Airport'","'Colonel Suarez'","'Argentina'","'CSZ'"
"'Olavarria Airport'","'Olavarria'","'Argentina'","'OVR'"
"'General Pico Airport'","'General Pico'","'Argentina'","'GPO'"
"'Tres Arroyos Airport'","'Tres Arroyos'","'Argentina'","'OYO'"
"'Ástor Piazzola International Airport'","'Mar Del Plata'","'Argentina'","'MDQ'"
"'Presidente Peron Airport'","'Neuquen'","'Argentina'","'NQN'"
"'Comodoro Pedro Zanni Airport'","'Pehuajo'","'Argentina'","'PEH'"
"'Santa Rosa Airport'","'Santa Rosa'","'Argentina'","'RSA'"
"'San Carlos De Bariloche Airport'","'San Carlos De Bariloche'","'Argentina'","'BRC'"
"'Héroes De Malvinas Airport'","'Tandil'","'Argentina'","'TDL'"
"'Villa Gesell Airport'","'Villa Gesell'","'Argentina'","'VLG'"
"'Cutral-Co Airport'","'Cutralco'","'Argentina'","'CUT'"
"'Aviador C. Campos Airport'","'San Martin Des Andes'","'Argentina'","'CPC'"
"'Conceição do Araguaia Airport'","'Conceicao Do Araguaia'","'Brazil'","'CDJ'"
"'Araraquara Airport'","'Araracuara'","'Brazil'","'AQA'"
"'Santa Maria Airport'","'Aracaju'","'Brazil'","'AJU'"
"'Piloto Osvaldo Marques Dias Airport'","'Alta Floresta'","'Brazil'","'AFL'"
"'Araçatuba Airport'","'Aracatuba'","'Brazil'","'ARU'"
"'Val de Cans/Júlio Cezar Ribeiro International Airport'","'Belem'","'Brazil'","'BEL'"
"'Comandante Gustavo Kraemer Airport'","'Bage'","'Brazil'","'BGX'"
"'Pampulha - Carlos Drummond de Andrade Airport'","'Belo Horizonte'","'Brazil'","'PLU'"
"'Bacacheri Airport'","'Curitiba'","'Brazil'","'BFH'"
"'Presidente Juscelino Kubistschek International Airport'","'Brasilia'","'Brazil'","'BSB'"
"'Bauru Airport'","'Bauru'","'Brazil'","'BAU'"
"'Atlas Brasil Cantanhede Airport'","'Boa Vista'","'Brazil'","'BVB'"
"'Barra do Garças Airport'","'Barra Do Garcas'","'Brazil'","'BPG'"
"'Cascavel Airport'","'Cascavel'","'Brazil'","'CAC'"
"'Tancredo Neves International Airport'","'Belo Horizonte'","'Brazil'","'CNF'"
"'Campo Grande Airport'","'Campo Grande'","'Brazil'","'CGR'"
"'Serafin Enoss Bertaso Airport'","'Chapeco'","'Brazil'","'XAP'"
"'Brig. Lysias Augusto Rodrigues Airport'","'Carolina'","'Brazil'","'CLN'"
"'Diomício Freitas Airport'","'Criciuma'","'Brazil'","'CCM'"
"'Bartolomeu Lisandro Airport'","'Campos'","'Brazil'","'CAW'"
"'Corumbá International Airport'","'Corumba'","'Brazil'","'CMG'"
"'Afonso Pena Airport'","'Curitiba'","'Brazil'","'CWB'"
"'Caravelas Airport'","'Caravelas'","'Brazil'","'CRQ'"
"'Hugo Cantergiani Regional Airport'","'Caxias Do Sul'","'Brazil'","'CXJ'"
"'Marechal Rondon Airport'","'Cuiaba'","'Brazil'","'CGB'"
"'Cruzeiro do Sul Airport'","'Cruzeiro do Sul'","'Brazil'","'CZS'"
"'Presidente Prudente Airport'","'President Prudente'","'Brazil'","'PPB'"
"'Eduardo Gomes International Airport'","'Manaus'","'Brazil'","'MAO'"
"'Jacareacanga Airport'","'Jacare-acanga'","'Brazil'","'JCR'"
"'Cataratas International Airport'","'Foz Do Iguacu'","'Brazil'","'IGU'"
"'Hercílio Luz International Airport'","'Florianopolis'","'Brazil'","'FLN'"
"'Fernando de Noronha Airport'","'Fernando Do Noronha'","'Brazil'","'FEN'"
"'Pinto Martins International Airport'","'Fortaleza'","'Brazil'","'FOR'"
"'Rio Galeão – Tom Jobim International Airport'","'Rio De Janeiro'","'Brazil'","'GIG'"
"'Guajará-Mirim Airport'","'Guajara-mirim'","'Brazil'","'GJM'"
"'Santa Genoveva Airport'","'Goiania'","'Brazil'","'GYN'"
"'Guarulhos - Governador André Franco Montoro International Airport'","'Sao Paulo'","'Brazil'","'GRU'"
"'Guaratinguetá Airport'","'Guaratingueta'","'Brazil'","'GUJ'"
"'Altamira Airport'","'Altamira'","'Brazil'","'ATM'"
"'Itacoatiara Airport'","'Itaituba'","'Brazil'","'ITA'"
"'Itaituba Airport'","'Itaituba'","'Brazil'","'ITB'"
"'Bahia - Jorge Amado Airport'","'Ilheus'","'Brazil'","'IOS'"
"'Usiminas Airport'","'Ipatinga'","'Brazil'","'IPN'"
"'Francisco Vilela do Amaral Airport'","'Itumbiara'","'Brazil'","'ITR'"
"'Prefeito Renato Moreira Airport'","'Imperatriz'","'Brazil'","'IMP'"
"'Francisco de Assis Airport'","'Juiz De Fora'","'Brazil'","'JDF'"
"'Presidente Castro Pinto International Airport'","'Joao Pessoa'","'Brazil'","'JPA'"
"'Lauro Carneiro de Loyola Airport'","'Joinville'","'Brazil'","'JOI'"
"'Presidente João Suassuna Airport'","'Campina Grande'","'Brazil'","'CPV'"
"'Viracopos International Airport'","'Campinas'","'Brazil'","'VCP'"
"'Lages Airport'","'Lajes'","'Brazil'","'LAJ'"
"'Lins Airport'","'Lins'","'Brazil'","'LIP'"
"'Governador José Richa Airport'","'Londrina'","'Brazil'","'LDB'"
"'Bom Jesus da Lapa Airport'","'Bom Jesus Da Lapa'","'Brazil'","'LAZ'"
"'João Correa da Rocha Airport'","'Maraba'","'Brazil'","'MAB'"
"'Monte Dourado Airport'","'Almeirim'","'Brazil'","'MEU'"
"'Regional de Maringá - Sílvio Nane Junior Airport'","'Maringa'","'Brazil'","'MGF'"
"'Mário Ribeiro Airport'","'Montes Claros'","'Brazil'","'MOC'"
"'Ponta Pelada Airport'","'Manaus'","'Brazil'","'PLL'"
"'Zumbi dos Palmares Airport'","'Maceio'","'Brazil'","'MCZ'"
"'Alberto Alcolumbre Airport'","'Macapa'","'Brazil'","'MCP'"
"'Dix-Sept Rosado Airport'","'Mocord'","'Brazil'","'MVF'"
"'Manicoré Airport'","'Manicore'","'Brazil'","'MNX'"
"'Ministro Victor Konder International Airport'","'Navegantes'","'Brazil'","'NVT'"
"'Santo Ângelo Airport'","'Santo Angelo'","'Brazil'","'GEL'"
"'Governador Aluízio Alves International Airport'","'Natal'","'Brazil'","'NAT'"
